@relation KNN_Emotion_train

@attribute class {bot,human}
@attribute joy numeric
@attribute surprise numeric
@attribute fear numeric
@attribute sadness numeric
@attribute anger numeric

@data
bot,0.634799,0.14647,0.115563,0.0656,0.037568
bot,0.370488,0.264937,0.158288,0.10573,0.100556
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.3196,0.279032,0.168438,0.129274,0.103656
bot,0.542456,0.169706,0.155432,0.09782,0.034586
bot,0.449676,0.178829,0.170611,0.13334,0.067543
bot,0.437829,0.192714,0.178532,0.11607,0.074855
bot,0.461048,0.421196,0.06086,0.05339,0.003505
bot,0.532025,0.234134,0.094538,0.073958,0.065345
bot,0.554993,0.289333,0.071791,0.050332,0.033551
bot,0.505854,0.239949,0.102261,0.09633,0.055606
bot,0.520883,0.206564,0.174877,0.084126,0.013549
bot,0.78186,0.084412,0.055348,0.042157,0.036223
bot,0.301927,0.298313,0.269066,0.08308,0.047615
bot,0.516131,0.240478,0.105579,0.104934,0.032878
bot,0.478323,0.31105,0.112909,0.066182,0.031536
bot,0.54549,0.31076,0.077172,0.041239,0.025339
bot,0.396352,0.246811,0.158749,0.115904,0.082184
bot,0.28656,0.218322,0.189887,0.156298,0.148933
bot,0.666967,0.144357,0.0818,0.072146,0.03473
bot,0.278866,0.230772,0.180885,0.159341,0.150135
bot,0.429083,0.24423,0.146185,0.101078,0.079424
bot,0.414984,0.271954,0.240398,0.043593,0.029071
bot,0.712599,0.158054,0.064415,0.044518,0.020415
bot,0.616512,0.135791,0.128102,0.079625,0.03997
bot,0.317825,0.282083,0.220399,0.165497,0.014197
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.267166,0.253161,0.161952,0.159278,0.158443
bot,0.310625,0.227262,0.224378,0.179594,0.058141
bot,0.578548,0.188498,0.158173,0.042359,0.032421
bot,0.489534,0.336442,0.147863,0.019029,0.007131
bot,0.79131,0.081771,0.058952,0.03676,0.031207
bot,0.399165,0.301564,0.15012,0.110912,0.038239
bot,0.369672,0.284459,0.176719,0.087438,0.081713
bot,0.406233,0.274693,0.229607,0.059498,0.029969
bot,0.277279,0.274217,0.185173,0.13857,0.124762
bot,0.350917,0.315174,0.142203,0.106454,0.085251
bot,0.285617,0.266266,0.213118,0.141098,0.0939
bot,0.282414,0.272783,0.210824,0.181996,0.051983
bot,0.61116,0.155612,0.122658,0.064008,0.046562
bot,0.355348,0.271062,0.151051,0.118553,0.103986
bot,0.379331,0.325077,0.136643,0.084384,0.074566
bot,0.86497,0.051873,0.034976,0.025034,0.023148
bot,0.352701,0.296129,0.221137,0.111218,0.018815
bot,0.620181,0.1466,0.125331,0.056099,0.051789
bot,0.492983,0.25891,0.13086,0.096864,0.020383
bot,0.691393,0.141466,0.095843,0.064593,0.006704
bot,0.562548,0.217352,0.132752,0.078188,0.00916
bot,0.433179,0.199651,0.184581,0.152075,0.030514
bot,0.549923,0.192986,0.133065,0.080696,0.04333
bot,0.369314,0.301948,0.188927,0.089672,0.050139
bot,0.410623,0.321549,0.202784,0.04071,0.024334
bot,0.770366,0.171598,0.025949,0.023057,0.00903
bot,0.329904,0.224165,0.189585,0.130964,0.125382
bot,0.596868,0.18519,0.14895,0.046284,0.022708
bot,0.280323,0.219536,0.201453,0.150095,0.148592
bot,0.465555,0.345088,0.079227,0.060105,0.050024
bot,0.407408,0.234558,0.210759,0.085123,0.062152
bot,0.277279,0.274217,0.185173,0.13857,0.124762
bot,0.569853,0.144825,0.134871,0.086288,0.064163
bot,0.522636,0.225238,0.149707,0.062065,0.040353
bot,0.396234,0.209751,0.157193,0.125357,0.111466
bot,0.836716,0.092896,0.033312,0.025527,0.011549
bot,0.365615,0.330465,0.152475,0.092161,0.059284
bot,0.851786,0.059689,0.050394,0.030553,0.007577
bot,0.565354,0.185203,0.113526,0.102195,0.033721
bot,0.731521,0.157171,0.050782,0.049525,0.011001
bot,0.477782,0.209129,0.208463,0.097767,0.006857
bot,0.292216,0.267256,0.26373,0.108354,0.068444
bot,0.426951,0.395673,0.099446,0.054521,0.023409
bot,0.550505,0.234928,0.124701,0.073419,0.016448
bot,0.341714,0.3306,0.196617,0.07565,0.05542
bot,0.761139,0.183801,0.025089,0.017845,0.012126
bot,0.39172,0.299358,0.159665,0.126408,0.022848
bot,0.700366,0.2059,0.063737,0.018134,0.011862
bot,0.435947,0.31769,0.187808,0.030741,0.027814
bot,0.302648,0.25077,0.225643,0.188482,0.032456
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.728972,0.11953,0.076699,0.068351,0.006447
bot,0.339222,0.231551,0.19433,0.18094,0.053957
bot,0.346014,0.32419,0.141824,0.109976,0.077996
bot,0.607898,0.196425,0.121413,0.050855,0.023409
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.326945,0.233419,0.211916,0.150117,0.077603
bot,0.358367,0.20823,0.198728,0.182577,0.052098
bot,0.29286,0.218538,0.208259,0.145602,0.134742
bot,0.463782,0.143152,0.139654,0.134267,0.119146
bot,0.504996,0.368811,0.056038,0.035971,0.034183
bot,0.564997,0.277483,0.084684,0.048736,0.0241
bot,0.838617,0.070832,0.069869,0.01606,0.004622
bot,0.768088,0.171543,0.029634,0.015756,0.014979
bot,0.43342,0.372016,0.116185,0.050553,0.027826
bot,0.516795,0.230843,0.150773,0.089259,0.01233
bot,0.399448,0.222827,0.181983,0.147474,0.048268
bot,0.309975,0.300801,0.250728,0.073388,0.065108
bot,0.781328,0.114592,0.058384,0.035903,0.009793
bot,0.414509,0.199044,0.195941,0.142731,0.047776
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.424329,0.324209,0.12224,0.081328,0.047894
bot,0.48197,0.292067,0.155821,0.051799,0.018343
bot,0.560675,0.237376,0.073478,0.072773,0.055699
bot,0.553138,0.331267,0.053082,0.042151,0.020363
bot,0.357522,0.306956,0.176972,0.094133,0.064417
bot,0.504862,0.214696,0.197974,0.044624,0.037844
bot,0.4069,0.339054,0.115333,0.105579,0.033134
bot,0.343078,0.20228,0.194916,0.136187,0.123539
bot,0.560363,0.15582,0.103987,0.103964,0.075866
bot,0.444306,0.303068,0.114846,0.091098,0.046682
bot,0.265154,0.245188,0.211949,0.157903,0.119806
bot,0.406284,0.25352,0.18038,0.128335,0.031481
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.347914,0.302346,0.141007,0.106991,0.101741
bot,0.515393,0.414268,0.03439,0.022068,0.013882
bot,0.492659,0.34418,0.0681,0.061724,0.033336
bot,0.261485,0.222225,0.20038,0.191378,0.124532
bot,0.71493,0.139,0.095169,0.043388,0.007514
bot,0.625056,0.157004,0.092944,0.067511,0.057485
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.471783,0.231623,0.189208,0.058657,0.048729
bot,0.675938,0.220618,0.085789,0.011495,0.00616
bot,0.426728,0.353822,0.106899,0.060497,0.052053
bot,0.43342,0.372016,0.116185,0.050553,0.027826
bot,0.790101,0.126324,0.059318,0.017508,0.006749
bot,0.328578,0.180779,0.174079,0.161135,0.155429
bot,0.353335,0.217915,0.180831,0.144662,0.103257
bot,0.293473,0.278086,0.223672,0.136618,0.06815
bot,0.378371,0.300665,0.183485,0.07346,0.064019
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.622824,0.256048,0.059705,0.033166,0.028257
bot,0.682043,0.229497,0.035383,0.03437,0.018708
bot,0.428739,0.228202,0.19695,0.134163,0.011946
bot,0.296593,0.27582,0.207884,0.12266,0.097043
bot,0.464303,0.433796,0.058469,0.023417,0.020015
bot,0.473385,0.239716,0.139589,0.131215,0.016096
bot,0.344866,0.33119,0.223875,0.078234,0.021835
bot,0.287108,0.280497,0.22477,0.114891,0.092734
bot,0.32609,0.204434,0.196491,0.142715,0.13027
bot,0.27325,0.266216,0.178399,0.143917,0.138218
bot,0.332317,0.214697,0.186146,0.141542,0.125297
bot,0.773319,0.092632,0.057084,0.049203,0.02776
bot,0.407852,0.34659,0.151505,0.053979,0.040073
bot,0.407408,0.234558,0.210759,0.085123,0.062152
bot,0.294334,0.210218,0.181162,0.166935,0.147351
bot,0.266222,0.204728,0.204617,0.196065,0.128368
bot,0.29254,0.242223,0.239787,0.197683,0.027767
bot,0.314951,0.310784,0.220458,0.091769,0.062038
bot,0.328585,0.31099,0.146752,0.139741,0.073932
bot,0.47716,0.301891,0.123141,0.061142,0.036666
bot,0.40952,0.313507,0.187748,0.068174,0.021051
bot,0.23675,0.207637,0.190881,0.186048,0.178683
bot,0.37737,0.239391,0.141475,0.128104,0.11366
bot,0.435461,0.282753,0.131731,0.106978,0.043077
bot,0.569685,0.184188,0.129086,0.063361,0.05368
bot,0.585301,0.166751,0.116432,0.108423,0.023092
bot,0.487356,0.208488,0.118594,0.10859,0.076972
bot,0.366832,0.357699,0.122543,0.093467,0.059459
bot,0.300205,0.298099,0.198319,0.168705,0.034673
bot,0.554333,0.175088,0.116204,0.094059,0.060316
bot,0.373769,0.203216,0.191856,0.151054,0.080105
bot,0.478028,0.246432,0.177135,0.049479,0.048926
bot,0.388248,0.250437,0.143476,0.126058,0.091781
bot,0.343029,0.324043,0.139354,0.135589,0.057985
bot,0.415808,0.282437,0.162997,0.084639,0.054119
bot,0.434321,0.378228,0.087444,0.071892,0.028115
bot,0.227613,0.208579,0.2039,0.201651,0.158257
bot,0.302032,0.294557,0.190746,0.143543,0.069122
bot,0.274064,0.270315,0.205728,0.199957,0.049936
bot,0.328926,0.275435,0.262917,0.086867,0.045855
bot,0.257961,0.22335,0.21304,0.188741,0.116908
bot,0.502537,0.161868,0.148518,0.133323,0.053754
bot,0.344726,0.323381,0.207213,0.095523,0.029157
bot,0.279309,0.237179,0.178546,0.1648,0.140166
bot,0.475029,0.273409,0.160608,0.056337,0.034617
bot,0.706817,0.12055,0.093775,0.05763,0.021229
bot,0.768693,0.076373,0.062646,0.061426,0.030861
bot,0.315766,0.300215,0.234677,0.078016,0.071326
bot,0.478328,0.352311,0.071311,0.055517,0.042533
bot,0.606701,0.17613,0.142721,0.046526,0.027922
bot,0.440456,0.425767,0.102326,0.028606,0.002845
bot,0.650624,0.194482,0.121053,0.02504,0.008802
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.435615,0.352449,0.096387,0.081372,0.034177
bot,0.362824,0.290398,0.133938,0.133186,0.079654
bot,0.563781,0.137548,0.135871,0.08402,0.07878
bot,0.399146,0.235134,0.217523,0.113475,0.034722
bot,0.403188,0.383827,0.174231,0.033066,0.005688
bot,0.370218,0.315678,0.159784,0.102152,0.052167
bot,0.709173,0.27223,0.011506,0.00441,0.002681
bot,0.312928,0.266886,0.182918,0.165499,0.071769
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.242999,0.212926,0.192833,0.186428,0.164815
bot,0.339717,0.237233,0.179658,0.148939,0.094453
bot,0.405535,0.163435,0.155701,0.149269,0.12606
bot,0.342014,0.265323,0.163035,0.154646,0.074981
bot,0.400096,0.308586,0.129555,0.08334,0.078423
bot,0.27592,0.230991,0.189151,0.181097,0.122841
bot,0.277279,0.274217,0.185173,0.13857,0.124762
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.282531,0.21716,0.192946,0.164956,0.142407
bot,0.257513,0.246311,0.241642,0.155938,0.098596
bot,0.455557,0.220688,0.18235,0.092648,0.048755
bot,0.423645,0.254222,0.173131,0.088547,0.060455
bot,0.500492,0.16193,0.152709,0.098222,0.086649
bot,0.506796,0.228495,0.177449,0.076332,0.010928
bot,0.524126,0.202908,0.148704,0.080698,0.043564
bot,0.450426,0.202207,0.150262,0.132703,0.064402
bot,0.473547,0.298465,0.157806,0.066845,0.003336
bot,0.394402,0.279744,0.153852,0.093619,0.078382
bot,0.401626,0.226721,0.145344,0.122898,0.10341
bot,0.350505,0.226018,0.220602,0.104792,0.098083
bot,0.536131,0.268428,0.10904,0.053657,0.032745
bot,0.438421,0.274719,0.144385,0.109534,0.032941
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.475104,0.156773,0.146466,0.143626,0.078031
bot,0.316374,0.304855,0.248288,0.103754,0.026729
bot,0.391168,0.214152,0.188612,0.116859,0.089209
bot,0.685434,0.093945,0.088635,0.075263,0.056723
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.444308,0.228925,0.119179,0.111074,0.096515
bot,0.342268,0.302645,0.223318,0.081654,0.050115
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.567946,0.179009,0.121921,0.072605,0.058519
bot,0.383248,0.245786,0.173815,0.141073,0.056079
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.841573,0.091739,0.044274,0.015221,0.007192
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.455493,0.262914,0.12223,0.113413,0.045951
bot,0.44415,0.248812,0.110424,0.103863,0.09275
bot,0.501122,0.331032,0.124007,0.035696,0.008143
bot,0.586337,0.319485,0.066727,0.01879,0.008661
bot,0.328578,0.180779,0.174079,0.161135,0.155429
bot,0.276948,0.264358,0.198228,0.195325,0.065141
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.516248,0.245658,0.182904,0.03074,0.024451
bot,0.648011,0.153571,0.081653,0.063261,0.053503
bot,0.227807,0.227013,0.204925,0.188728,0.151527
bot,0.280962,0.245041,0.20259,0.136551,0.134856
bot,0.544847,0.275896,0.104709,0.04086,0.033688
bot,0.370943,0.26085,0.166396,0.109436,0.092376
bot,0.523712,0.172679,0.146333,0.100192,0.057084
bot,0.512701,0.168947,0.138985,0.135847,0.043521
bot,0.626554,0.159624,0.106094,0.056016,0.051712
bot,0.39952,0.390254,0.152892,0.048389,0.008944
bot,0.513123,0.29471,0.111349,0.051924,0.028894
bot,0.490063,0.26988,0.108331,0.074198,0.057529
bot,0.331536,0.262908,0.229027,0.124047,0.052482
bot,0.43114,0.255325,0.210178,0.064355,0.039002
bot,0.623691,0.216569,0.091026,0.061712,0.007002
bot,0.435543,0.19672,0.187973,0.090458,0.089306
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.496672,0.253145,0.135867,0.070472,0.043845
bot,0.543511,0.26035,0.089955,0.058321,0.047864
bot,0.346504,0.269565,0.192529,0.140398,0.051003
bot,0.59464,0.281988,0.082704,0.026481,0.014186
bot,0.466487,0.219647,0.209401,0.081077,0.023388
bot,0.367688,0.341301,0.151089,0.095147,0.044775
bot,0.865341,0.093285,0.018071,0.012617,0.010686
bot,0.63194,0.294943,0.052668,0.01212,0.008329
bot,0.31976,0.273698,0.213282,0.173417,0.019843
bot,0.527528,0.220306,0.144812,0.067086,0.040268
bot,0.296885,0.244203,0.223911,0.146972,0.088029
bot,0.268472,0.197323,0.191679,0.186936,0.15559
bot,0.271488,0.225014,0.199617,0.178813,0.125068
bot,0.671268,0.168076,0.107238,0.04063,0.012788
bot,0.254574,0.252981,0.22624,0.134484,0.131721
bot,0.267506,0.260936,0.2541,0.165693,0.051764
bot,0.865282,0.059404,0.027361,0.027146,0.020808
bot,0.42482,0.306649,0.121994,0.080689,0.065847
bot,0.359946,0.202444,0.173665,0.144851,0.119094
bot,0.34005,0.28596,0.175675,0.110679,0.087636
bot,0.212799,0.204781,0.201068,0.198812,0.182541
bot,0.620334,0.163424,0.087954,0.077099,0.051189
bot,0.467106,0.211568,0.167137,0.142801,0.011389
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.610827,0.262066,0.051385,0.038545,0.037177
bot,0.35885,0.184577,0.162309,0.152786,0.141478
bot,0.60884,0.181112,0.177557,0.027202,0.005289
bot,0.497572,0.290754,0.129428,0.052731,0.029514
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.311296,0.25799,0.198148,0.15713,0.075436
bot,0.648796,0.231781,0.057101,0.043961,0.018362
bot,0.444308,0.228925,0.119179,0.111074,0.096515
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.638317,0.202295,0.073205,0.069277,0.016907
bot,0.418104,0.204282,0.185987,0.148327,0.043301
bot,0.386162,0.173406,0.163039,0.15296,0.124433
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.59913,0.12494,0.117173,0.100198,0.058559
bot,0.332317,0.214697,0.186146,0.141542,0.125297
bot,0.413919,0.189735,0.145481,0.140108,0.110757
bot,0.372462,0.306778,0.211596,0.062556,0.046608
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.586075,0.236901,0.08659,0.077225,0.013208
bot,0.3641,0.28803,0.131193,0.129618,0.087059
bot,0.27947,0.262863,0.213915,0.147217,0.096536
bot,0.400578,0.315028,0.116025,0.097978,0.070391
bot,0.666497,0.123685,0.101623,0.079412,0.028783
bot,0.443094,0.346731,0.138046,0.040124,0.032005
bot,0.305984,0.28082,0.205519,0.135839,0.071838
bot,0.305028,0.259655,0.21788,0.136517,0.08092
bot,0.707664,0.087805,0.078563,0.070308,0.05566
bot,0.328681,0.265628,0.156832,0.129094,0.119766
bot,0.408191,0.31186,0.13162,0.114858,0.033472
bot,0.40475,0.342645,0.188408,0.046822,0.017375
bot,0.301605,0.221913,0.221197,0.18498,0.070305
bot,0.323471,0.322285,0.216943,0.084407,0.052894
bot,0.531976,0.249111,0.10873,0.060041,0.050142
bot,0.381282,0.199891,0.180002,0.139311,0.099513
bot,0.313351,0.277081,0.214738,0.120097,0.074733
bot,0.512476,0.223338,0.106699,0.084194,0.073292
bot,0.38265,0.240268,0.172802,0.154172,0.050108
bot,0.462534,0.237119,0.147153,0.09283,0.060365
bot,0.399584,0.316863,0.132012,0.106568,0.044974
bot,0.336284,0.257314,0.209641,0.152322,0.044439
bot,0.545948,0.159996,0.15375,0.089351,0.050956
bot,0.398077,0.297433,0.147478,0.100074,0.056938
bot,0.233353,0.21145,0.200446,0.181361,0.173389
bot,0.399112,0.309442,0.174051,0.065802,0.051593
bot,0.282531,0.21716,0.192946,0.164956,0.142407
bot,0.432366,0.265478,0.18906,0.067515,0.045581
bot,0.832853,0.114725,0.026412,0.018663,0.007347
bot,0.417557,0.254598,0.14935,0.091619,0.086876
bot,0.544792,0.244261,0.184376,0.01422,0.012351
bot,0.502537,0.161868,0.148518,0.133323,0.053754
bot,0.59659,0.241739,0.083586,0.046692,0.031394
bot,0.296953,0.288619,0.19383,0.165756,0.054842
bot,0.356757,0.334932,0.214534,0.07709,0.016686
bot,0.32775,0.2783,0.147829,0.124446,0.121674
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.388736,0.236744,0.159727,0.155899,0.058894
bot,0.447771,0.19575,0.153844,0.105084,0.09755
bot,0.372675,0.297653,0.154776,0.136499,0.038397
bot,0.570796,0.170843,0.096127,0.089951,0.072282
bot,0.502644,0.196759,0.18289,0.071715,0.045992
bot,0.45459,0.324519,0.113759,0.054874,0.052258
bot,0.81746,0.080622,0.049017,0.027361,0.02554
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.279309,0.237179,0.178546,0.1648,0.140166
bot,0.46572,0.393241,0.097394,0.030297,0.013348
bot,0.441259,0.223578,0.200155,0.083341,0.051667
bot,0.364589,0.260729,0.21572,0.121115,0.037847
bot,0.574647,0.261731,0.117104,0.034812,0.011706
bot,0.598691,0.123335,0.11379,0.097187,0.066997
bot,0.406382,0.250258,0.157619,0.132899,0.052841
bot,0.327558,0.226898,0.205168,0.146684,0.093693
bot,0.306883,0.209822,0.184721,0.181533,0.117041
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.323986,0.263203,0.185191,0.130958,0.096663
bot,0.227613,0.208579,0.2039,0.201651,0.158257
bot,0.383294,0.217844,0.181053,0.112314,0.105496
bot,0.384306,0.282354,0.118736,0.114167,0.100437
bot,0.368157,0.334549,0.121115,0.120042,0.056137
bot,0.28902,0.268668,0.235781,0.119404,0.087127
bot,0.424073,0.366948,0.162311,0.036419,0.010248
bot,0.496849,0.295671,0.111696,0.086651,0.009132
bot,0.39725,0.226447,0.185646,0.1096,0.081057
bot,0.400129,0.284425,0.15745,0.090737,0.06726
bot,0.481215,0.217796,0.203706,0.085637,0.011647
bot,0.405535,0.163435,0.155701,0.149269,0.12606
bot,0.397337,0.362769,0.12925,0.097903,0.012742
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.427164,0.306584,0.159457,0.055523,0.051272
bot,0.757722,0.085719,0.072048,0.044,0.040512
bot,0.487464,0.303857,0.109118,0.081671,0.01789
bot,0.431604,0.181031,0.176408,0.12229,0.088668
bot,0.307506,0.271835,0.222239,0.120758,0.077663
bot,0.626254,0.229042,0.066803,0.062365,0.015535
bot,0.434543,0.231964,0.148337,0.116218,0.068939
bot,0.29286,0.218538,0.208259,0.145602,0.134742
bot,0.604533,0.203879,0.093703,0.07739,0.020496
bot,0.377949,0.306002,0.165598,0.092379,0.058072
bot,0.423276,0.225999,0.179104,0.110777,0.060844
bot,0.25955,0.222509,0.205195,0.191252,0.121494
bot,0.510537,0.348091,0.067431,0.056079,0.017861
bot,0.327417,0.277139,0.199638,0.161909,0.033897
bot,0.258136,0.210951,0.202689,0.190772,0.137452
bot,0.301401,0.258073,0.242948,0.174504,0.023075
bot,0.328578,0.180779,0.174079,0.161135,0.155429
bot,0.397596,0.255764,0.170081,0.133817,0.042741
bot,0.421713,0.266395,0.116582,0.109462,0.085849
bot,0.331206,0.239956,0.168797,0.154863,0.105178
bot,0.437805,0.332223,0.09333,0.08499,0.051652
bot,0.265268,0.256694,0.193385,0.180351,0.104302
bot,0.491655,0.179947,0.148682,0.113325,0.066391
bot,0.384504,0.245686,0.180635,0.107507,0.081668
bot,0.470449,0.4273,0.078621,0.014968,0.008662
bot,0.334915,0.268854,0.214628,0.116481,0.065122
bot,0.482953,0.336277,0.087317,0.065058,0.028395
bot,0.253673,0.250421,0.218441,0.143471,0.133994
bot,0.82386,0.121563,0.03787,0.011454,0.005253
bot,0.584575,0.224434,0.093625,0.049585,0.047781
bot,0.312149,0.25017,0.194303,0.136625,0.106753
bot,0.487172,0.165128,0.158949,0.140872,0.047879
bot,0.612272,0.152227,0.140347,0.082972,0.012182
bot,0.525754,0.208012,0.121631,0.088769,0.055834
bot,0.4488,0.205357,0.18565,0.136831,0.023362
bot,0.447743,0.296494,0.179067,0.069355,0.007341
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.662578,0.173922,0.109562,0.040323,0.013615
bot,0.391491,0.364105,0.178552,0.038253,0.0276
bot,0.441503,0.3374,0.08583,0.07044,0.064827
bot,0.482326,0.383715,0.059248,0.046366,0.028346
bot,0.352342,0.221161,0.197163,0.194261,0.035074
bot,0.324618,0.29466,0.218031,0.115045,0.047646
bot,0.294575,0.261589,0.221846,0.121526,0.100465
bot,0.704866,0.096228,0.094692,0.075,0.029215
bot,0.42133,0.272322,0.178993,0.063973,0.06338
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.726312,0.121886,0.073046,0.049618,0.029137
bot,0.549459,0.306419,0.049466,0.049344,0.045311
bot,0.480456,0.35584,0.064532,0.061333,0.037838
bot,0.294028,0.244339,0.187165,0.161061,0.113406
bot,0.392338,0.378081,0.15284,0.044003,0.032738
bot,0.507928,0.256284,0.146571,0.076296,0.012921
bot,0.277664,0.260452,0.235294,0.125556,0.101033
bot,0.631221,0.196839,0.088033,0.055283,0.028624
bot,0.45424,0.240105,0.178101,0.086551,0.041003
bot,0.388436,0.245004,0.23276,0.08384,0.049961
bot,0.327728,0.263349,0.184593,0.161478,0.062853
bot,0.542563,0.248773,0.094045,0.09218,0.022439
bot,0.903191,0.083666,0.007341,0.00309,0.002712
bot,0.48302,0.156157,0.143697,0.137632,0.079494
bot,0.802403,0.15868,0.017394,0.015036,0.006486
bot,0.736704,0.117082,0.081114,0.058917,0.006183
bot,0.267464,0.222189,0.217928,0.169992,0.122427
bot,0.269116,0.252816,0.212509,0.206689,0.05887
bot,0.490164,0.301798,0.109118,0.091308,0.007611
bot,0.418873,0.204946,0.179783,0.133635,0.062764
bot,0.435717,0.24335,0.148791,0.136017,0.036125
bot,0.313738,0.229115,0.177863,0.144246,0.135038
bot,0.681467,0.145737,0.089707,0.067001,0.016088
bot,0.350848,0.313093,0.258778,0.066814,0.010467
bot,0.481994,0.362421,0.097161,0.039101,0.019322
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.445462,0.422778,0.076911,0.035849,0.019
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.838393,0.056445,0.050662,0.028963,0.025537
bot,0.549293,0.275681,0.07605,0.065978,0.032999
bot,0.293095,0.271745,0.219063,0.134712,0.081384
bot,0.341755,0.297082,0.235324,0.091272,0.034567
bot,0.425507,0.384687,0.101851,0.046866,0.041089
bot,0.462372,0.330654,0.083599,0.066693,0.056682
bot,0.239278,0.220682,0.204964,0.175397,0.15968
bot,0.319247,0.26628,0.237692,0.094541,0.082241
bot,0.308769,0.288638,0.170708,0.152985,0.078899
bot,0.292052,0.284812,0.231292,0.15803,0.033814
bot,0.48336,0.373383,0.060703,0.059667,0.022886
bot,0.473379,0.229957,0.140834,0.108302,0.047527
bot,0.487558,0.200026,0.144824,0.094089,0.073504
bot,0.368429,0.231743,0.207385,0.100113,0.09233
bot,0.235411,0.223647,0.216351,0.208379,0.116213
bot,0.448333,0.234086,0.138213,0.101849,0.077519
bot,0.472489,0.22901,0.145917,0.077297,0.075287
bot,0.534892,0.155439,0.125213,0.10257,0.081887
bot,0.642696,0.218119,0.058196,0.050227,0.030762
bot,0.296181,0.257011,0.178742,0.153866,0.1142
bot,0.392601,0.289141,0.125936,0.12415,0.068172
bot,0.326175,0.26382,0.196414,0.153559,0.060031
bot,0.321042,0.238013,0.187707,0.139442,0.113795
bot,0.569158,0.217893,0.154543,0.03965,0.018755
bot,0.352742,0.200422,0.168488,0.139366,0.138983
bot,0.63291,0.249584,0.053697,0.03795,0.025859
bot,0.465165,0.200368,0.163189,0.146411,0.024866
bot,0.427556,0.191677,0.171767,0.130498,0.078502
bot,0.644527,0.185275,0.09987,0.054076,0.016251
bot,0.513104,0.199032,0.132266,0.078536,0.077062
bot,0.383437,0.305791,0.173717,0.079828,0.057228
bot,0.46268,0.234681,0.206592,0.054102,0.041945
bot,0.317524,0.24044,0.193122,0.152309,0.096606
bot,0.303426,0.27005,0.248793,0.116408,0.061323
bot,0.505953,0.259928,0.090284,0.082076,0.061759
bot,0.274908,0.26315,0.172939,0.153564,0.135439
bot,0.374256,0.183271,0.180558,0.131602,0.130313
bot,0.420803,0.212359,0.141093,0.120006,0.10574
bot,0.752876,0.151158,0.065539,0.016034,0.014392
bot,0.47112,0.280589,0.135068,0.097752,0.015471
bot,0.343532,0.229418,0.17779,0.177488,0.071772
bot,0.332317,0.214697,0.186146,0.141542,0.125297
bot,0.578399,0.237534,0.07907,0.058766,0.046232
bot,0.657988,0.126815,0.087576,0.08054,0.047082
bot,0.469165,0.146779,0.140855,0.1309,0.1123
bot,0.323912,0.31678,0.20093,0.09511,0.063268
bot,0.610489,0.205547,0.071505,0.064821,0.047639
bot,0.633289,0.189554,0.112171,0.052288,0.012698
bot,0.475271,0.274046,0.103381,0.095768,0.051535
bot,0.363911,0.300629,0.174273,0.088806,0.072381
bot,0.54781,0.19625,0.120806,0.08933,0.045802
bot,0.327417,0.277139,0.199638,0.161909,0.033897
bot,0.41024,0.240599,0.160977,0.104846,0.083338
bot,0.495335,0.227693,0.163056,0.072332,0.041584
bot,0.613651,0.243665,0.083769,0.038513,0.020403
bot,0.654833,0.180795,0.110157,0.030249,0.023967
bot,0.6518,0.170186,0.084954,0.048528,0.044533
bot,0.341542,0.226167,0.187142,0.132663,0.112487
